id,fecha,modulo,descripcion,rol_usuario,sede,Caracteristica,palabras clave,Caracteristica asignada
3437,7/9/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,,,Eficacia
3965,7/9/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca,,,Eficacia
1724,7/10/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca,,,Eficacia
1852,7/10/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito,,,Eficacia
2136,7/10/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito,,,Eficacia
2818,7/10/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,,,Ausencia de riesgo
3194,7/10/2025,Laboratorio,Retraso de 21s en la disponibilidad de resultados criticos,Enfermeria,Guayaquil,,,Eficiencia
1096,7/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca,,,Eficacia
1148,7/11/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Quito,,,Eficacia
1175,7/11/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,,,Eficacia
1893,7/11/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil,,,Eficacia
1906,7/11/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 12 minutos,Gerencia,Quito,,,Eficiencia
2185,7/11/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Manta,,,Ausencia de riesgo
2270,7/11/2025,HCE,Tiempo de carga de la ficha clinica supera los 30s en horas pico,Enfermeria,Quito,,,Eficiencia
2321,7/11/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Guayaquil,,,Satisfacción
2346,7/11/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Manta,,,Eficacia
2840,7/11/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Quito,,,Eficiencia
3025,7/11/2025,Laboratorio,Retraso de 31s en la disponibilidad de resultados criticos,Medico,Cuenca,,,Eficiencia
3573,7/11/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Ambato,,,Eficacia
3955,7/11/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Guayaquil,,,Ausencia de riesgo
1099,7/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil,,,Eficacia
1305,7/12/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta,,,Eficacia
1880,7/12/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
1891,7/12/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil,,,Eficacia
2166,7/12/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 9 minutos,Gerencia,Manta,,,Eficiencia
3402,7/12/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Cuenca,,,Eficacia
3676,7/12/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,,,Eficacia
3815,7/12/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil,,,Eficacia
1486,7/13/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Quito,,,Eficacia
1713,7/13/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,,,Eficacia
1987,7/13/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
2239,7/13/2025,Facturacion,Retraso de 18s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,,,Eficiencia
2358,7/13/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato,,,Ausencia de riesgo
2405,7/13/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,,,Eficacia
3072,7/13/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
3666,7/13/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito,,,Satisfacción
3701,7/13/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca,,,Ausencia de riesgo
3793,7/13/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
3941,7/13/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 34s,Paciente,Quito,,,Eficiencia
2784,7/14/2025,Facturacion,Retraso de 19s al procesar el pago con tarjeta de credito,Admision,Guayaquil,,,Eficiencia
2828,7/14/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,,,Ausencia de riesgo
2930,7/14/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Ambato,,,Eficacia
3272,7/14/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Guayaquil,,,Eficacia
3299,7/14/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Quito,,,Eficacia
3691,7/14/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 25s,Enfermeria,Quito,,,Eficiencia
1538,7/15/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca,,,Ausencia de riesgo
1583,7/15/2025,Laboratorio,Retraso de 35s en la disponibilidad de resultados criticos,Enfermeria,Guayaquil,,,Eficiencia
1685,7/15/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato,,,Eficacia
1901,7/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,,,Ausencia de riesgo
2907,7/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
3179,7/15/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil,,,Eficacia
3271,7/15/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,,,Ausencia de riesgo
3586,7/15/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,,,Ausencia de riesgo
1074,7/16/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,,,Eficacia
1652,7/16/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Cuenca,,,Eficiencia
2035,7/16/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,,,Eficacia
2776,7/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito,,,Ausencia de riesgo
3594,7/16/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,,,Eficacia
1203,7/17/2025,HCE,Tiempo de carga de la ficha clinica supera los 33s en horas pico,Enfermeria,Quito,,,Eficiencia
1639,7/17/2025,HCE,Tiempo de carga de la ficha clinica supera los 33s en horas pico,Medico,Cuenca,,,Eficiencia
1686,7/17/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,,,Eficacia
1793,7/17/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Guayaquil,,,Eficacia
1834,7/17/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta,,,Eficacia
1849,7/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,,,Eficacia
2081,7/17/2025,HCE,Nota de evolucion tarda 29s en guardarse,Medico,Cuenca,,,Eficiencia
2278,7/17/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
3106,7/17/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta,,,Satisfacción
3243,7/17/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil,,,Eficacia
3356,7/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,,,Eficacia
3451,7/17/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 20s,Paciente,Ambato,,,Eficiencia
3744,7/17/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,,,Eficacia
1014,7/18/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
1505,7/18/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Guayaquil,,,Eficacia
1580,7/18/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Ambato,,,Eficacia
2236,7/18/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Manta,,,Eficacia
2646,7/18/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil,,,Eficacia
3510,7/18/2025,HCE,Nota de evolucion tarda 15s en guardarse,Medico,Ambato,,,Eficiencia
3660,7/18/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
1090,7/19/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito,,,Eficacia
2105,7/19/2025,Portal Citas,Tiempo de espera en el portal supera los 23s en horas pico,Admision,Ambato,,,Eficiencia
2163,7/19/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil,,,Eficacia
2649,7/19/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil,,,Eficacia
2727,7/19/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Ambato,,,Eficacia
2802,7/19/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Ambato,,,Eficacia
1166,7/20/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca,,,Ausencia de riesgo
1391,7/20/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito,,,Eficacia
1962,7/20/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Quito,,,Eficacia
2519,7/20/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato,,,Eficacia
3680,7/20/2025,Portal Citas,Tiempo de espera en el portal supera los 19s en horas pico,Paciente,Guayaquil,,,Eficiencia
1613,7/21/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Ambato,,,Eficacia
1794,7/21/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Quito,,,Eficacia
2277,7/21/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Guayaquil,,,Eficacia
2482,7/21/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,,,Eficacia
2870,7/21/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Guayaquil,,,Eficacia
2880,7/21/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito,,,Eficacia
3445,7/21/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca,,,Eficacia
3469,7/21/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Manta,,,Eficacia
3472,7/21/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,,,Eficacia
3823,7/21/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Guayaquil,,,Eficacia
1022,7/22/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Guayaquil,,,Eficacia
1560,7/22/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,,,Eficacia
1569,7/22/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito,,,Eficacia
1587,7/22/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,,,Eficacia
1954,7/22/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Cuenca,,,Eficacia
2437,7/22/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Quito,,,Eficacia
3132,7/22/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Quito,,,Eficacia
3144,7/22/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Ambato,,,Eficacia
3154,7/22/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Quito,,,Eficacia
3432,7/22/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,,,Eficacia
3800,7/22/2025,Portal Citas,Tiempo de espera en el portal supera los 23s en horas pico,Admision,Quito,,,Eficiencia
1153,7/23/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,,,Ausencia de riesgo
1346,7/23/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,,,Ausencia de riesgo
1537,7/23/2025,HCE,Tiempo de carga de la ficha clinica supera los 26s en horas pico,Enfermeria,Quito,,,Eficiencia
1609,7/23/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,,,Eficacia
2034,7/23/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato,,,Eficacia
2939,7/23/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,,,Eficacia
3932,7/23/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,,,Eficacia
1095,7/24/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
1287,7/24/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,,,Eficiencia
1332,7/24/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito,,,Eficacia
1654,7/24/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Cuenca,,,Eficacia
2077,7/24/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil,,,Eficacia
2804,7/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Ambato,,,Satisfacción
3558,7/24/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta,,,Eficacia
1163,7/25/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Ambato,,,Eficacia
1645,7/25/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Ambato,,,Eficacia
1797,7/25/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Manta,,,Eficacia
2628,7/25/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil,,,Ausencia de riesgo
2675,7/25/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,,,Eficacia
2849,7/25/2025,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Paciente,Quito,,,Eficiencia
3122,7/25/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,,,Eficiencia
3256,7/25/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta,,,Eficacia
3444,7/25/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Quito,,,Eficacia
3801,7/25/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca,,,Eficacia
3939,7/25/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil,,,Eficacia
3986,7/25/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
1037,7/26/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito,,,Eficacia
1237,7/26/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Guayaquil,,,Satisfacción
1334,7/26/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,,,Eficacia
1335,7/26/2025,Portal Citas,Tiempo de espera en el portal supera los 35s en horas pico,Admision,Cuenca,,,Eficiencia
1396,7/26/2025,HCE,Nota de evolucion tarda 16s en guardarse,Enfermeria,Manta,,,Eficiencia
1649,7/26/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Ambato,,,Eficacia
2180,7/26/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil,,,Eficacia
2396,7/26/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Ambato,,,Ausencia de riesgo
2551,7/26/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,,,Eficacia
2915,7/26/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,,,Satisfacción
2967,7/26/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,,,Eficacia
3269,7/26/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Guayaquil,,,Eficacia
3300,7/26/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 18s,Medico,Guayaquil,,,Eficiencia
3737,7/26/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil,,,Ausencia de riesgo
1248,7/27/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Ambato,,,Eficiencia
1566,7/27/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Guayaquil,,,Eficacia
2050,7/27/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
2188,7/27/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Quito,,,Eficacia
2252,7/27/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Ambato,,,Eficacia
2533,7/27/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Manta,,,Eficacia
2773,7/27/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,,,Eficacia
3327,7/27/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Guayaquil,,,Eficacia
1156,7/28/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil,,,Eficacia
1226,7/28/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Guayaquil,,,Eficacia
1411,7/28/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Cuenca,,,Eficacia
1689,7/28/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,,,Eficacia
2411,7/28/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,,,Eficacia
2513,7/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,,,Satisfacción
2894,7/28/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,,,Eficacia
2962,7/28/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,,,Eficacia
3223,7/28/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Manta,,,Ausencia de riesgo
3340,7/28/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
1705,7/29/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
1711,7/29/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Ambato,,,Eficacia
2978,7/29/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil,,,Eficacia
3933,7/29/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Manta,,,Ausencia de riesgo
1361,7/30/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Cuenca,,,Ausencia de riesgo
1516,7/30/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,,,Eficacia
1607,7/30/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito,,,Eficacia
1710,7/30/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,,,Eficacia
1719,7/30/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Manta,,,Eficacia
2047,7/30/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Guayaquil,,,Eficacia
2985,7/30/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Cuenca,,,Eficacia
3234,7/30/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Cuenca,,,Eficacia
3696,7/30/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Quito,,,Ausencia de riesgo
3843,7/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
3860,7/30/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito,,,Eficacia
3960,7/30/2025,HCE,Nota de evolucion tarda 28s en guardarse,Medico,Quito,,,Eficiencia
1309,7/31/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,,,Eficacia
1762,7/31/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito,,,Eficacia
2280,7/31/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Quito,,,Eficacia
2677,7/31/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Guayaquil,,,Eficacia
2960,7/31/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,,,Eficacia
3274,7/31/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,,,Eficacia
3548,7/31/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,,,Eficacia
3649,7/31/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,,,Eficacia
3865,7/31/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,,,Eficacia
3902,7/31/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
1107,8/1/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Quito,,,Eficacia
1946,8/1/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Manta,,,Eficacia
2452,8/1/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Quito,,,Eficacia
2899,8/1/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Ambato,,,Ausencia de riesgo
3321,8/1/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
3397,8/1/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Manta,,,Eficacia
3628,8/1/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta,,,Eficacia
3842,8/1/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil,,,Ausencia de riesgo
1847,8/2/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Manta,,,Eficacia
2562,8/2/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Guayaquil,,,Satisfacción
2957,8/2/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
3320,8/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Manta,,,Eficacia
1050,8/3/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Manta,,,Eficacia
1708,8/3/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito,,,Eficacia
2169,8/3/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Ambato,,,Ausencia de riesgo
2421,8/3/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,,,Eficacia
2583,8/3/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Quito,,,Eficacia
2589,8/3/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,,,Eficiencia
2687,8/3/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
3471,8/3/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,,,Eficacia
1005,8/4/2025,Portal Citas,Tiempo de espera en el portal supera los 18s en horas pico,Paciente,Quito,,,Eficiencia
1042,8/4/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Ambato,,,Eficacia
1747,8/4/2025,HCE,Tiempo de carga de la ficha clinica supera los 31s en horas pico,Medico,Guayaquil,,,Eficiencia
2311,8/4/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,,,Ausencia de riesgo
2430,8/4/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,,,Eficiencia
2433,8/4/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Manta,,,Eficacia
2714,8/4/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca,,,Eficacia
3236,8/4/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,,,Eficacia
3712,8/4/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 10s,Medico,Quito,,,Eficiencia
3820,8/4/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Ambato,,,Eficacia
1236,8/5/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Admision,Guayaquil,,,Eficacia
1362,8/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca,,,Eficacia
1427,8/5/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,,,Eficacia
1722,8/5/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Quito,,,Eficacia
1888,8/5/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Manta,,,Eficacia
2139,8/5/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,,,Satisfacción
2225,8/5/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
2456,8/5/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
2608,8/5/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Cuenca,,,Ausencia de riesgo
2650,8/5/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,,,Eficacia
2688,8/5/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito,,,Satisfacción
3231,8/5/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Guayaquil,,,Eficacia
3975,8/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta,,,Ausencia de riesgo
